[0, [0, 0, inf], [0, 0, inf]]
[184, [0, 0, inf], [44, 366061.64143426623, 0.0]]
[185, [44, -653271.2031872543, 0.15035401915868388], [0, 0, inf]]
[186, [44, -1530565.8645418347, 0.0], [0, 0, inf]]
[187, [44, -26109.960159364622, 0.14984391259105098], [0, 0, inf]]
[188, [49, -44228.72906403709, 0.9000657462195923], [44, 450135.71314740926, 0.0]]
[189, [44, -392171.60159362294, 0.04432132963988919], [0, 0, inf]]
[190, [49, -1428555.6650246326, 0.007561436672967863], [0, 0, inf]]
[191, [39, -154373.6888888944, 0.0], [49, 113961.61576354597, 0.4109977324263039]]
[192, [0, 0, inf], [0, 0, inf]]
[193, [0, 0, inf], [0, 0, inf]]
[194, [0, 0, inf], [0, 0, inf]]
[195, [0, 0, inf], [0, 0, inf]]
[196, [0, 0, inf], [0, 0, inf]]
[197, [0, 0, inf], [0, 0, inf]]
[198, [0, 0, inf], [0, 0, inf]]
[199, [0, 0, inf], [0, 0, inf]]
[200, [0, 0, inf], [0, 0, inf]]
[201, [0, 0, inf], [0, 0, inf]]
[202, [0, 0, inf], [0, 0, inf]]
[203, [0, 0, inf], [0, 0, inf]]
[204, [0, 0, inf], [0, 0, inf]]
[205, [0, 0, inf], [0, 0, inf]]
[206, [0, 0, inf], [0, 0, inf]]
[207, [0, 0, inf], [0, 0, inf]]
[208, [0, 0, inf], [0, 0, inf]]
[209, [0, 0, inf], [0, 0, inf]]
[210, [0, 0, inf], [0, 0, inf]]
[211, [0, 0, inf], [0, 0, inf]]
[212, [0, 0, inf], [0, 0, inf]]
[213, [0, 0, inf], [0, 0, inf]]
[214, [0, 0, inf], [0, 0, inf]]
[215, [0, 0, inf], [0, 0, inf]]
[216, [0, 0, inf], [0, 0, inf]]
[217, [0, 0, inf], [0, 0, inf]]
[218, [0, 0, inf], [0, 0, inf]]
[219, [0, 0, inf], [0, 0, inf]]
[220, [0, 0, inf], [0, 0, inf]]
[221, [0, 0, inf], [0, 0, inf]]
[222, [0, 0, inf], [0, 0, inf]]
[223, [0, 0, inf], [0, 0, inf]]
[224, [0, 0, inf], [0, 0, inf]]
[225, [0, 0, inf], [0, 0, inf]]
[226, [0, 0, inf], [0, 0, inf]]
[227, [0, 0, inf], [0, 0, inf]]
[228, [0, 0, inf], [0, 0, inf]]
[229, [0, 0, inf], [0, 0, inf]]
[230, [0, 0, inf], [0, 0, inf]]
[231, [0, 0, inf], [0, 0, inf]]
[232, [0, 0, inf], [0, 0, inf]]
[233, [0, 0, inf], [0, 0, inf]]
[234, [0, 0, inf], [0, 0, inf]]
[235, [0, 0, inf], [0, 0, inf]]
[236, [39, -182044.4444444403, 0.7722681359044995], [0, 0, inf]]
[237, [39, -959010.1333333356, 0.0], [0, 0, inf]]
[238, [39, -1326011.7333333334, 0.006663890045814243], [0, 0, inf]]
[239, [39, -154373.68888889346, 0.0], [0, 0, inf]]
[240, [0, 0, inf], [0, 0, inf]]
[241, [0, 0, inf], [0, 0, inf]]
[242, [0, 0, inf], [0, 0, inf]]
[243, [0, 0, inf], [0, 0, inf]]
[244, [0, 0, inf], [0, 0, inf]]
[245, [0, 0, inf], [0, 0, inf]]
[246, [0, 0, inf], [0, 0, inf]]
[247, [0, 0, inf], [0, 0, inf]]
[248, [0, 0, inf], [49, 447129.8522167513, 0.3066893424036281]]
[249, [49, -733809.4975369498, 0.0], [0, 0, inf]]
[250, [49, -1489894.7783251246, 0.006944444444444444], [0, 0, inf]]
[251, [39, -198064.35555556137, 0.0], [49, 126875.11330048833, 0.23795359904818558]]
[252, [0, 0, inf], [0, 0, inf]]
[253, [0, 0, inf], [0, 0, inf]]
[254, [0, 0, inf], [0, 0, inf]]
[255, [0, 0, inf], [0, 0, inf]]
[256, [0, 0, inf], [0, 0, inf]]
[257, [0, 0, inf], [0, 0, inf]]
[258, [0, 0, inf], [0, 0, inf]]
[259, [0, 0, inf], [0, 0, inf]]
[260, [40, -118376.54450261686, 0.8053911900065747], [49, 42291.70443349704, 0.765625]]
[261, [40, -635115.8952879608, 0.0030864197530864196], [0, 0, inf]]
[262, [49, -1178679.48768473, 0.011317338162064282], [0, 0, inf]]
[263, [39, -199520.71111111622, 0.0], [40, 175334.53403141163, 0.4063007030827474]]
[264, [0, 0, inf], [0, 0, inf]]
[265, [0, 0, inf], [0, 0, inf]]
[266, [0, 0, inf], [0, 0, inf]]
[267, [0, 0, inf], [0, 0, inf]]
[268, [0, 0, inf], [44, 447263.617529884, 0.0]]
[269, [44, -621678.151394425, 0.13494377342773844], [0, 0, inf]]
[270, [44, -1402365.9601593642, 0.0], [0, 0, inf]]
[271, [44, -57703.01195219252, 0.009365244536940686], [0, 0, inf]]
[272, [39, -125974.7555555487, 0.7901234567901234], [44, 554836.6533864532, 0.4444444444444444]]
[273, [44, -370500.33466135245, 0.04432132963988919], [0, 0, inf]]
[274, [49, -1243569.8128078836, 0.011814744801512287], [0, 0, inf]]
[275, [39, -200248.88888889458, 0.0], [40, 140336.2513088975, 0.6817882971729126]]
[276, [0, 0, inf], [0, 0, inf]]
[277, [0, 0, inf], [0, 0, inf]]
[278, [0, 0, inf], [0, 0, inf]]
[279, [0, 0, inf], [0, 0, inf]]
[280, [0, 0, inf], [44, 5744.191235062666, 1.0]]
[281, [44, -656404.3984063761, 0.13494377342773844], [0, 0, inf]]
[282, [44, -1505500.3027888471, 0.0], [0, 0, inf]]
[283, [0, 0, inf], [44, 3.725290298461914e-09, 1.0]]
[284, [40, -250821.02617801167, 0.7561436672967864], [0, 0, inf]]
[285, [44, -390343.90438246727, 0.04432132963988919], [0, 0, inf]]
[286, [49, -1302003.3891625642, 0.057183364839319475], [0, 0, inf]]
[287, [39, -193695.2888888931, 0.0], [49, 64890.32512314804, 0.7363139234421008]]
[288, [0, 0, inf], [0, 0, inf]]
[289, [0, 0, inf], [0, 0, inf]]
[290, [0, 0, inf], [0, 0, inf]]
[291, [0, 0, inf], [0, 0, inf]]
[292, [0, 0, inf], [0, 0, inf]]
[293, [0, 0, inf], [0, 0, inf]]
[294, [0, 0, inf], [0, 0, inf]]
[295, [0, 0, inf], [0, 0, inf]]
[296, [0, 0, inf], [0, 0, inf]]
[297, [0, 0, inf], [0, 0, inf]]
[298, [0, 0, inf], [0, 0, inf]]
[299, [0, 0, inf], [0, 0, inf]]
[300, [0, 0, inf], [0, 0, inf]]
[301, [0, 0, inf], [0, 0, inf]]
[302, [0, 0, inf], [0, 0, inf]]
[303, [0, 0, inf], [0, 0, inf]]
[304, [0, 0, inf], [0, 0, inf]]
[305, [0, 0, inf], [0, 0, inf]]
[306, [0, 0, inf], [0, 0, inf]]
[307, [0, 0, inf], [0, 0, inf]]
[308, [0, 0, inf], [0, 0, inf]]
[309, [0, 0, inf], [0, 0, inf]]
[310, [0, 0, inf], [0, 0, inf]]
[311, [0, 0, inf], [0, 0, inf]]
[312, [0, 0, inf], [0, 0, inf]]
[313, [0, 0, inf], [0, 0, inf]]
[314, [0, 0, inf], [0, 0, inf]]
[315, [0, 0, inf], [0, 0, inf]]
[316, [0, 0, inf], [0, 0, inf]]
[317, [0, 0, inf], [0, 0, inf]]
[318, [0, 0, inf], [0, 0, inf]]
[319, [0, 0, inf], [0, 0, inf]]
[320, [0, 0, inf], [0, 0, inf]]
[321, [0, 0, inf], [0, 0, inf]]
[322, [0, 0, inf], [0, 0, inf]]
[323, [0, 0, inf], [0, 0, inf]]
[324, [0, 0, inf], [0, 0, inf]]
[325, [0, 0, inf], [0, 0, inf]]
[326, [0, 0, inf], [0, 0, inf]]
[327, [0, 0, inf], [0, 0, inf]]
[328, [0, 0, inf], [0, 0, inf]]
[329, [0, 0, inf], [0, 0, inf]]
[330, [0, 0, inf], [0, 0, inf]]
[331, [0, 0, inf], [0, 0, inf]]
[332, [0, 0, inf], [49, 56173.71428571548, 0.390625]]
[333, [49, -692163.4679802991, 0.0025000000000000005], [0, 0, inf]]
[334, [49, -1255837.6354679815, 0.014993752603082049], [0, 0, inf]]
[335, [0, 0, inf], [49, 52945.339901474304, 0.8264462809917354]]
[336, [0, 0, inf], [0, 0, inf]]
[337, [0, 0, inf], [0, 0, inf]]
[338, [0, 0, inf], [0, 0, inf]]
[339, [0, 0, inf], [0, 0, inf]]
[340, [0, 0, inf], [0, 0, inf]]
[341, [0, 0, inf], [0, 0, inf]]
[342, [0, 0, inf], [0, 0, inf]]
[343, [0, 0, inf], [0, 0, inf]]
[344, [0, 0, inf], [40, 59016.71204188559, 0.4444444444444444]]
[345, [40, -594284.5654450301, 0.011080332409972297], [0, 0, inf]]
[346, [49, -1411445.280788179, 0.010850694444444446], [0, 0, inf]]
[347, [0, 0, inf], [40, 134503.20418848097, 0.7502974419988102]]
[348, [0, 0, inf], [0, 0, inf]]
[349, [0, 0, inf], [0, 0, inf]]
[350, [0, 0, inf], [0, 0, inf]]
[351, [0, 0, inf], [0, 0, inf]]
[352, [0, 0, inf], [44, 71802.3904382484, 0.0]]
[353, [44, -576246.8207171364, 0.15035401915868388], [0, 0, inf]]
[354, [44, -1181475.6972111575, 0.00041649312786339016], [0, 0, inf]]
[355, [44, -10705.083665338345, 0.36], [0, 0, inf]]
[356, [49, -208230.14778324775, 0.7609778180172024], [0, 0, inf]]
[357, [44, -355095.45816732943, 0.06925207756232686], [0, 0, inf]]
[358, [40, -1160433.2565445052, 0.3505859866203913], [0, 0, inf]]
[359, [0, 0, inf], [44, 6788.5896414369345, 0.9518143961927423]]
[360, [0, 0, inf], [0, 0, inf]]
[361, [0, 0, inf], [0, 0, inf]]
[362, [0, 0, inf], [0, 0, inf]]
[363, [0, 0, inf], [0, 0, inf]]
[364, [0, 0, inf], [44, 174936.73306773137, 0.0]]
[365, [44, -610973.0677290857, 0.15035401915868388], [0, 0, inf]]
[366, [44, -1284610.0398406405, 0.00041649312786339016], [0, 0, inf]]
[367, [44, -45431.330677288584, 0.18367346938775508], [0, 0, inf]]
[368, [40, -73427.76963350922, 0.9540292049756625], [44, 240733.83266932145, 0.0]]
[369, [44, -374939.02788844425, 0.0625], [0, 0, inf]]
[370, [40, -1310720.0000000028, 0.3302147779286756], [0, 0, inf]]
[371, [44, -13054.980079680681, 0.5102040816326531], [49, 23244.29556649737, 0.9025]]
[372, [0, 0, inf], [0, 0, inf]]
[373, [0, 0, inf], [0, 0, inf]]
[374, [0, 0, inf], [0, 0, inf]]
[375, [0, 0, inf], [0, 0, inf]]
[376, [0, 0, inf], [44, 174936.73306773137, 0.0]]
[377, [44, -610973.0677290857, 0.15035401915868388], [0, 0, inf]]
[378, [44, -1284610.0398406405, 0.00041649312786339016], [0, 0, inf]]
[379, [44, -45431.330677288584, 0.18367346938775508], [0, 0, inf]]
[380, [40, -73427.76963350922, 0.9540292049756625], [44, 240733.83266932145, 0.0]]
[381, [44, -374939.02788844425, 0.0625], [0, 0, inf]]
[382, [40, -1310720.0000000028, 0.3302147779286756], [0, 0, inf]]
[383, [44, -13054.980079680681, 0.5102040816326531], [49, 23244.29556649737, 0.9025]]
[384, [0, 0, inf], [0, 0, inf]]
[385, [0, 0, inf], [0, 0, inf]]
[386, [0, 0, inf], [0, 0, inf]]
[387, [0, 0, inf], [0, 0, inf]]
[388, [0, 0, inf], [0, 0, inf]]
[389, [0, 0, inf], [0, 0, inf]]
[390, [0, 0, inf], [0, 0, inf]]
[391, [0, 0, inf], [0, 0, inf]]
[392, [0, 0, inf], [0, 0, inf]]
[393, [0, 0, inf], [0, 0, inf]]
[394, [0, 0, inf], [0, 0, inf]]
[395, [0, 0, inf], [0, 0, inf]]
[396, [0, 0, inf], [0, 0, inf]]
[397, [0, 0, inf], [0, 0, inf]]
[398, [0, 0, inf], [0, 0, inf]]
[399, [0, 0, inf], [0, 0, inf]]
[400, [0, 0, inf], [0, 0, inf]]
[401, [0, 0, inf], [0, 0, inf]]
[402, [0, 0, inf], [0, 0, inf]]
[403, [0, 0, inf], [0, 0, inf]]
[404, [0, 0, inf], [0, 0, inf]]
[405, [0, 0, inf], [0, 0, inf]]
[406, [0, 0, inf], [0, 0, inf]]
[407, [0, 0, inf], [0, 0, inf]]
[408, [0, 0, inf], [0, 0, inf]]
[409, [0, 0, inf], [0, 0, inf]]
[410, [0, 0, inf], [0, 0, inf]]
[411, [0, 0, inf], [0, 0, inf]]
[412, [0, 0, inf], [0, 0, inf]]
[413, [0, 0, inf], [0, 0, inf]]
[414, [0, 0, inf], [0, 0, inf]]
[415, [0, 0, inf], [0, 0, inf]]
[416, [0, 0, inf], [0, 0, inf]]
[417, [0, 0, inf], [0, 0, inf]]
[418, [0, 0, inf], [0, 0, inf]]
[419, [0, 0, inf], [0, 0, inf]]
[420, [0, 0, inf], [0, 0, inf]]
[421, [0, 0, inf], [0, 0, inf]]
[422, [0, 0, inf], [0, 0, inf]]
[423, [0, 0, inf], [0, 0, inf]]
[424, [0, 0, inf], [0, 0, inf]]
[425, [0, 0, inf], [0, 0, inf]]
[426, [0, 0, inf], [0, 0, inf]]
[427, [0, 0, inf], [0, 0, inf]]
[428, [0, 0, inf], [0, 0, inf]]
[429, [0, 0, inf], [0, 0, inf]]
[430, [0, 0, inf], [0, 0, inf]]
[431, [0, 0, inf], [0, 0, inf]]
[432, [0, 0, inf], [0, 0, inf]]
[433, [0, 0, inf], [0, 0, inf]]
[434, [0, 0, inf], [0, 0, inf]]
[435, [0, 0, inf], [0, 0, inf]]
[436, [0, 0, inf], [44, 234467.44223107677, 0.0]]
[437, [44, -524288.0000000019, 0.2015826738858809], [0, 0, inf]]
[438, [44, -1391660.8764940249, 0.00041649312786339016], [0, 0, inf]]
[439, [44, -62663.904382470064, 0.02040816326530612], [0, 0, inf]]
[440, [0, 0, inf], [44, 315147.2191235032, 0.0]]
[441, [44, -326635.6015936248, 0.1111111111111111], [0, 0, inf]]
[442, [44, -1857201.4661354604, 0.0], [0, 0, inf]]
[443, [44, -21671.266932268627, 0.390625], [0, 0, inf]]
[444, [0, 0, inf], [0, 0, inf]]
[445, [0, 0, inf], [0, 0, inf]]
[446, [0, 0, inf], [0, 0, inf]]
[447, [0, 0, inf], [0, 0, inf]]
[448, [44, -172064.63745019492, 0.9596001665972511], [0, 0, inf]]
[449, [44, -559014.247011954, 0.18367346938775508], [0, 0, inf]]
[450, [44, -1131866.7729083677, 0.08163265306122448], [0, 0, inf]]
[451, [44, -20104.66932270676, 1.0], [0, 0, inf]]
[452, [44, -161098.45418326557, 1.0], [0, 0, inf]]
[453, [44, -346479.1713147368, 0.1111111111111111], [0, 0, inf]]
[454, [44, -1516727.5856573703, 0.00041649312786339016], [0, 0, inf]]
[455, [44, -75979.98406373989, 0.25], [0, 0, inf]]
[456, [0, 0, inf], [0, 0, inf]]
[457, [0, 0, inf], [0, 0, inf]]
[458, [0, 0, inf], [0, 0, inf]]
[459, [0, 0, inf], [0, 0, inf]]
[460, [44, -172064.63745019492, 0.9596001665972511], [0, 0, inf]]
[461, [44, -559014.247011954, 0.18367346938775508], [0, 0, inf]]
[462, [44, -1131866.7729083677, 0.08163265306122448], [0, 0, inf]]
[463, [44, -20104.66932270676, 1.0], [0, 0, inf]]
[464, [44, -161098.45418326557, 1.0], [0, 0, inf]]
[465, [44, -346479.1713147368, 0.1111111111111111], [0, 0, inf]]
[466, [44, -1516727.5856573703, 0.00041649312786339016], [0, 0, inf]]
[467, [44, -75979.98406373989, 0.25], [0, 0, inf]]
[468, [0, 0, inf], [0, 0, inf]]
[469, [0, 0, inf], [0, 0, inf]]
[470, [0, 0, inf], [0, 0, inf]]
[471, [0, 0, inf], [0, 0, inf]]
[472, [44, -172064.63745019492, 0.9596001665972511], [0, 0, inf]]
[473, [44, -559014.247011954, 0.18367346938775508], [0, 0, inf]]
[474, [44, -1131866.7729083677, 0.08163265306122448], [0, 0, inf]]
[475, [44, -20104.66932270676, 1.0], [0, 0, inf]]
[476, [44, -161098.45418326557, 1.0], [0, 0, inf]]
[477, [44, -346479.1713147368, 0.1111111111111111], [0, 0, inf]]
[478, [44, -1516727.5856573703, 0.00041649312786339016], [0, 0, inf]]
[479, [44, -75979.98406373989, 0.25], [0, 0, inf]]
[480, [0, 0, inf], [0, 0, inf]]
[481, [0, 0, inf], [0, 0, inf]]
[482, [0, 0, inf], [0, 0, inf]]
[483, [0, 0, inf], [0, 0, inf]]
[484, [0, 0, inf], [0, 0, inf]]
[485, [0, 0, inf], [0, 0, inf]]
[486, [0, 0, inf], [0, 0, inf]]
[487, [0, 0, inf], [0, 0, inf]]
[488, [0, 0, inf], [0, 0, inf]]
[489, [0, 0, inf], [0, 0, inf]]
[490, [0, 0, inf], [0, 0, inf]]
[491, [0, 0, inf], [0, 0, inf]]
[492, [0, 0, inf], [0, 0, inf]]
[493, [0, 0, inf], [0, 0, inf]]
[494, [0, 0, inf], [0, 0, inf]]
[495, [0, 0, inf], [0, 0, inf]]
[496, [0, 0, inf], [0, 0, inf]]
[497, [0, 0, inf], [0, 0, inf]]
[498, [0, 0, inf], [0, 0, inf]]
[499, [0, 0, inf], [0, 0, inf]]
[500, [0, 0, inf], [0, 0, inf]]
[501, [0, 0, inf], [0, 0, inf]]
[502, [0, 0, inf], [0, 0, inf]]
[503, [0, 0, inf], [0, 0, inf]]
[504, [0, 0, inf], [0, 0, inf]]
[505, [0, 0, inf], [0, 0, inf]]
[506, [0, 0, inf], [0, 0, inf]]
[507, [0, 0, inf], [0, 0, inf]]
[508, [0, 0, inf], [0, 0, inf]]
[509, [0, 0, inf], [0, 0, inf]]
[510, [0, 0, inf], [0, 0, inf]]
[511, [0, 0, inf], [0, 0, inf]]
[512, [0, 0, inf], [0, 0, inf]]
[513, [0, 0, inf], [0, 0, inf]]
[514, [0, 0, inf], [0, 0, inf]]
[515, [0, 0, inf], [0, 0, inf]]
[516, [0, 0, inf], [0, 0, inf]]
[517, [0, 0, inf], [0, 0, inf]]
[518, [0, 0, inf], [0, 0, inf]]
[519, [0, 0, inf], [0, 0, inf]]
[520, [44, -118800.318725097, 1.0], [0, 0, inf]]
[521, [44, -485906.3585657384, 0.18367346938775508], [0, 0, inf]]
[522, [44, -1223251.6334661357, 0.010412328196584757], [0, 0, inf]]
[523, [44, -23760.063745018095, 1.0], [0, 0, inf]]
[524, [44, -89034.96414342616, 1.0], [0, 0, inf]]
[525, [44, -298436.84462151304, 0.08163265306122448], [0, 0, inf]]
[526, [44, -1641010.9960159343, 0.00041649312786339016], [0, 0, inf]]
[527, [44, -84335.17131473497, 0.4444444444444444], [0, 0, inf]]
[528, [0, 0, inf], [0, 0, inf]]
[529, [0, 0, inf], [0, 0, inf]]
[530, [0, 0, inf], [0, 0, inf]]
