[0, 0.0005013706485150491]
[82, 5.475486800034044e-08]
[83, 8.357277658632229e-05]
[84, 0.0005013706485150491]
[85, 0.0005013706485150491]
[86, 0.0005013706485150491]
[87, 0.0005013706485150491]
[88, 0.0005013706485150491]
[89, 0.0005013706485150491]
[90, 0.0005013706485150491]
[91, 0.0005013706485150491]
[92, 6.816704317849043e-05]
[93, 3.8159137471852016e-05]
[94, 5.5393247920027396e-08]
[95, 6.268977248707812e-05]
[96, 0.0005013706485150491]
[97, 0.0005013706485150491]
[98, 0.0005013706485150491]
[99, 0.0005013706485150491]
[100, 0.0005013706485150491]
[101, 0.0005013706485150491]
[102, 0.0005013706485150491]
[103, 0.0005013706485150491]
[104, 0.0005013706485150491]
[105, 0.0005013706485150491]
[106, 0.0005013706485150491]
[107, 0.0005013706485150491]
[108, 0.0005013706485150491]
[109, 0.0005013706485150491]
[110, 0.0005013706485150491]
[111, 0.0005013706485150491]
[112, 0.0005013706485150491]
[113, 0.0005013706485150491]
[114, 0.0005013706485150491]
[115, 0.0005013706485150491]
[116, 0.0005013706485150491]
[117, 0.0005013706485150491]
[118, 0.0005013706485150491]
[119, 0.0005013706485150491]
[120, 0.0005013706485150491]
[121, 0.0005013706485150491]
[122, 0.0005013706485150491]
[123, 0.0005013706485150491]
[124, 0.0005013706485150491]
[125, 0.0005013706485150491]
[126, 0.0005013706485150491]
[127, 0.0005013706485150491]
[128, 0.0005013706485150491]
[129, 0.0005013706485150491]
[130, 0.0005013706485150491]
[131, 0.0005013706485150491]
[132, 0.0005013706485150491]
[133, 0.0005013706485150491]
[134, 0.0005013706485150491]
[135, 0.0005013706485150491]
[136, 0.0005013706485150491]
[137, 0.0005013706485150491]
[138, 0.0005013706485150491]
[139, 0.0005013706485150491]
[140, 0.0005013706485150491]
[141, 0.0005013706485150491]
[142, 0.0005013706485150491]
[143, 0.0005013706485150491]
[144, 0.0005013706485150491]
[145, 0.0005013706485150491]
[146, 0.0005013706485150491]
[147, 0.0005013706485150491]
[148, 0.0005013706485150491]
[149, 0.0005013706485150491]
[150, 0.0005013706485150491]
[151, 0.0005013706485150491]
[152, 8.708536654207588e-05]
[153, 5.6285985534846474e-05]
[154, 4.8742199470943094e-08]
[155, 0.000184181851096557]
[156, 0.0005013706485150491]
[157, 0.0005013706485150491]
[158, 0.0005013706485150491]
[159, 0.0005013706485150491]
[160, 0.0005013706485150491]
[161, 0.0005013706485150491]
[162, 0.0005013706485150491]
[163, 0.0005013706485150491]
[164, 0.0001253743251662438]
[165, 4.701378566028372e-05]
[166, 5.3844224985722947e-08]
[167, 0.00012534314320807562]
[168, 0.0005013706485150491]
[169, 0.0005013706485150491]
[170, 0.0005013706485150491]
[171, 0.0005013706485150491]
[172, 0.0005013706485150491]
[173, 0.0005013706485150491]
[174, 0.0005013706485150491]
[175, 0.0005013706485150491]
[176, 8.360363231091559e-05]
[177, 0.00012091590006982278]
[178, 5.477682918255453e-08]
[179, 0.00016712420977086907]
[180, 0.0005013706485150491]
[181, 0.0005013706485150491]
[182, 0.0005013706485150491]
[183, 0.0005013706485150491]
[184, 0.00016883429584241738]
[185, 4.87600349493826e-08]
[186, 0]
[187, 0.00031720403079719137]
[188, 6.268978384544855e-05]
[189, 0.0001689664131096821]
[190, 2.570854150445702e-08]
[191, 6.268977816451504e-05]
[192, 0.0005013706485150491]
[193, 0.0005013706485150491]
[194, 0.0005013706485150491]
[195, 0.0005013706485150491]
[196, 0.0005013706485150491]
[197, 0.0005013706485150491]
[198, 0.0005013706485150491]
[199, 0.0005013706485150491]
[200, 0.0005013706485150491]
[201, 0.0005013706485150491]
[202, 0.0005013706485150491]
[203, 0.0005013706485150491]
[204, 0.0005013706485150491]
[205, 0.0005013706485150491]
[206, 0.0005013706485150491]
[207, 0.0005013706485150491]
[208, 0.0005013706485150491]
[209, 0.0005013706485150491]
[210, 0.0005013706485150491]
[211, 0.0005013706485150491]
[212, 0.0005013706485150491]
[213, 0.0005013706485150491]
[214, 0.0005013706485150491]
[215, 0.0005013706485150491]
[216, 0.0005013706485150491]
[217, 0.0005013706485150491]
[218, 0.0005013706485150491]
[219, 0.0005013706485150491]
[220, 0.0005013706485150491]
[221, 0.0005013706485150491]
[222, 0.0005013706485150491]
[223, 0.0005013706485150491]
[224, 0.0005013706485150491]
[225, 0.0005013706485150491]
[226, 0.0005013706485150491]
[227, 0.0005013706485150491]
[228, 0.0005013706485150491]
[229, 0.0005013706485150491]
[230, 0.0005013706485150491]
[231, 0.0005013706485150491]
[232, 0.0005013706485150491]
[233, 0.0005013706485150491]
[234, 0.0005013706485150491]
[235, 0.0005013706485150491]
[236, 0.000301857236451353]
[237, 5.628598627291087e-05]
[238, 4.877788348387223e-08]
[239, 0.0002046444939893111]
[240, 0.0005013706485150491]
[241, 0.0005013706485150491]
[242, 0.0005013706485150491]
[243, 0.0005013706485150491]
[244, 0.0005013706485150491]
[245, 0.0005013706485150491]
[246, 0.0005013706485150491]
[247, 0.0005013706485150491]
[248, 0.00022464038629789535]
[249, 5.745882024892564e-05]
[250, 5.3865731172753036e-08]
[251, 0.0001253431433339501]
[252, 0.0005013706485150491]
[253, 0.0005013706485150491]
[254, 0.0005013706485150491]
[255, 0.0005013706485150491]
[256, 0.0005013706485150491]
[257, 0.0005013706485150491]
[258, 0.0005013706485150491]
[259, 0.0005013706485150491]
[260, 8.360364726219494e-05]
[261, 0.00014224982643980643]
[262, 5.4798807986417626e-08]
[263, 8.890585166346321e-05]
[264, 0.0005013706485150491]
[265, 0.0005013706485150491]
[266, 0.0005013706485150491]
[267, 0.0005013706485150491]
[268, 0.00013813802937991912]
[269, 4.879574508875724e-08]
[270, 0]
[271, 0.0003018611356470973]
[272, 6.268978952988186e-05]
[273, 0.0001689664159156359]
[274, 2.5717611966873793e-08]
[275, 6.268979521781823e-05]
[276, 0.0005013706485150491]
[277, 0.0005013706485150491]
[278, 0.0005013706485150491]
[279, 0.0005013706485150491]
[280, 0.0002455702520800234]
[281, 4.881361977840084e-08]
[282, 0]
[283, 5.189038805111449e-06]
[284, 6.268980090926086e-05]
[285, 0.00016896641872218867]
[286, 2.5726688831573904e-08]
[287, 6.268980660421305e-05]
[288, 0.0005013706485150491]
[289, 0.0005013706485150491]
[290, 0.0005013706485150491]
[291, 0.0005013706485150491]
[292, 0.0005013706485150491]
[293, 0.0005013706485150491]
[294, 0.0005013706485150491]
[295, 0.0005013706485150491]
[296, 0.0005013706485150491]
[297, 0.0005013706485150491]
[298, 0.0005013706485150491]
[299, 0.0005013706485150491]
[300, 0.0005013706485150491]
[301, 0.0005013706485150491]
[302, 0.0005013706485150491]
[303, 0.0005013706485150491]
[304, 0.0005013706485150491]
[305, 0.0005013706485150491]
[306, 0.0005013706485150491]
[307, 0.0005013706485150491]
[308, 0.0005013706485150491]
[309, 0.0005013706485150491]
[310, 0.0005013706485150491]
[311, 0.0005013706485150491]
[312, 0.0005013706485150491]
[313, 0.0005013706485150491]
[314, 0.0005013706485150491]
[315, 0.0005013706485150491]
[316, 0.0005013706485150491]
[317, 0.0005013706485150491]
[318, 0.0005013706485150491]
[319, 0.0005013706485150491]
[320, 0.0005013706485150491]
[321, 0.0005013706485150491]
[322, 0.0005013706485150491]
[323, 0.0005013706485150491]
[324, 0.0005013706485150491]
[325, 0.0005013706485150491]
[326, 0.0005013706485150491]
[327, 0.0005013706485150491]
[328, 0.0005013706485150491]
[329, 0.0005013706485150491]
[330, 0.0005013706485150491]
[331, 0.0005013706485150491]
[332, 0.000434876586737515]
[333, 6.651782971454876e-05]
[334, 4.883150756718386e-08]
[335, 0.00025580811458971196]
[336, 0.0005013706485150491]
[337, 0.0005013706485150491]
[338, 0.0005013706485150491]
[339, 0.0005013706485150491]
[340, 0.0005013706485150491]
[341, 0.0005013706485150491]
[342, 0.0005013706485150491]
[343, 0.0005013706485150491]
[344, 0.00025076125056243615]
[345, 0.0001932601751031671]
[346, 5.3887254544613405e-08]
[347, 0.00013061008180218032]
[348, 0.0005013706485150491]
[349, 0.0005013706485150491]
[350, 0.0005013706485150491]
[351, 0.0005013706485150491]
[352, 0.00023533911336586665]
[353, 4.884940846950454e-08]
[354, 1.818973624191002e-11]
[355, 0.0004604522778645021]
[356, 8.357278499995754e-05]
[357, 0.0002311562795263535]
[358, 2.1366126791954036e-08]
[359, 8.89497596684777e-05]
[360, 0.0005013706485150491]
[361, 0.0005013706485150491]
[362, 0.0005013706485150491]
[363, 0.0005013706485150491]
[364, 0.00020464545297132903]
[365, 4.886732249979177e-08]
[366, 1.81960116210182e-11]
[367, 0.00044510639175500085]
[368, 8.357279206103492e-05]
[369, 0.00022048992832582665]
[370, 2.1379833297603762e-08]
[371, 8.360366222415788e-05]
[372, 0.0005013706485150491]
[373, 0.0005013706485150491]
[374, 0.0005013706485150491]
[375, 0.0005013706485150491]
[376, 0.00020464545305434048]
[377, 4.8885249672493994e-08]
[378, 1.8202291331566276e-11]
[379, 0.0004451063921244544]
[380, 8.357279913117435e-05]
[381, 0.00022048993129341376]
[382, 2.139355739907464e-08]
[383, 8.360367719681583e-05]
[384, 0.0005013706485150491]
[385, 0.0005013706485150491]
[386, 0.0005013706485150491]
[387, 0.0005013706485150491]
[388, 0.0005013706485150491]
[389, 0.0005013706485150491]
[390, 0.0005013706485150491]
[391, 0.0005013706485150491]
[392, 0.0005013706485150491]
[393, 0.0005013706485150491]
[394, 0.0005013706485150491]
[395, 0.0005013706485150491]
[396, 0.0005013706485150491]
[397, 0.0005013706485150491]
[398, 0.0005013706485150491]
[399, 0.0005013706485150491]
[400, 0.0005013706485150491]
[401, 0.0005013706485150491]
[402, 0.0005013706485150491]
[403, 0.0005013706485150491]
[404, 0.0005013706485150491]
[405, 0.0005013706485150491]
[406, 0.0005013706485150491]
[407, 0.0005013706485150491]
[408, 0.0005013706485150491]
[409, 0.0005013706485150491]
[410, 0.0005013706485150491]
[411, 0.0005013706485150491]
[412, 0.0005013706485150491]
[413, 0.0005013706485150491]
[414, 0.0005013706485150491]
[415, 0.0005013706485150491]
[416, 0.0005013706485150491]
[417, 0.0005013706485150491]
[418, 0.0005013706485150491]
[419, 0.0005013706485150491]
[420, 0.0005013706485150491]
[421, 0.0005013706485150491]
[422, 0.0005013706485150491]
[423, 0.0005013706485150491]
[424, 0.0005013706485150491]
[425, 0.0005013706485150491]
[426, 0.0005013706485150491]
[427, 0.0005013706485150491]
[428, 0.0005013706485150491]
[429, 0.0005013706485150491]
[430, 0.0005013706485150491]
[431, 0.0005013706485150491]
[432, 0.0005013706485150491]
[433, 0.0005013706485150491]
[434, 0.0005013706485150491]
[435, 0.0005013706485150491]
[436, 0.00019441319284816948]
[437, 4.890319000207006e-08]
[438, 1.8208575378043886e-11]
[439, 0.0001892980000384635]
[440, 0.00019952932030134745]
[441, 0.0003121122152401078]
[442, 0]
[443, 0.0004348765862260781]
[444, 0.0005013706485150491]
[445, 0.0005013706485150491]
[446, 0.0005013706485150491]
[447, 0.0005013706485150491]
[448, 4.8921143503014064e-08]
[449, 4.893911018984173e-08]
[450, 5.164004973939282e-06]
[451, 0.000491141134537331]
[452, 4.897508317926176e-08]
[453, 0.00031211221876171124]
[454, 1.821486376494182e-11]
[455, 0.0004502225526575824]
[456, 0.0005013706485150491]
[457, 0.0005013706485150491]
[458, 0.0005013706485150491]
[459, 0.0005013706485150491]
[460, 4.899308951098506e-08]
[461, 4.901110908683889e-08]
[462, 5.164075584746764e-06]
[463, 0.0004911411345503259]
[464, 4.904718802941716e-08]
[465, 0.00031211222228403257]
[466, 1.8221156496761e-11]
[467, 0.0004502225529689574]
[468, 0.0005013706485150491]
[469, 0.0005013706485150491]
[470, 0.0005013706485150491]
[471, 0.0005013706485150491]
[472, 4.906524742544527e-08]
[473, 4.908332012419145e-08]
[474, 5.16414640368132e-06]
[475, 0.000491141134563321]
[476, 4.911950548869642e-08]
[477, 0.00031211222580707087]
[478, 1.8227453578004736e-11]
[479, 0.00045022255328034815]
[480, 0.0005013706485150491]
[481, 0.0005013706485150491]
[482, 0.0005013706485150491]
[483, 0.0005013706485150491]
[484, 0.0005013706485150491]
[485, 0.0005013706485150491]
[486, 0.0005013706485150491]
[487, 0.0005013706485150491]
[488, 0.0005013706485150491]
[489, 0.0005013706485150491]
[490, 0.0005013706485150491]
[491, 0.0005013706485150491]
[492, 0.0005013706485150491]
[493, 0.0005013706485150491]
[494, 0.0005013706485150491]
[495, 0.0005013706485150491]
[496, 0.0005013706485150491]
[497, 0.0005013706485150491]
[498, 0.0005013706485150491]
[499, 0.0005013706485150491]
[500, 0.0005013706485150491]
[501, 0.0005013706485150491]
[502, 0.0005013706485150491]
[503, 0.0005013706485150491]
[504, 0.0005013706485150491]
[505, 0.0005013706485150491]
[506, 0.0005013706485150491]
[507, 0.0005013706485150491]
[508, 0.0005013706485150491]
[509, 0.0005013706485150491]
[510, 0.0005013706485150491]
[511, 0.0005013706485150491]
[512, 0.0005013706485150491]
[513, 0.0005013706485150491]
[514, 0.0005013706485150491]
[515, 0.0005013706485150491]
[516, 0.0005013706485150491]
[517, 0.0005013706485150491]
[518, 0.0005013706485150491]
[519, 0.0005013706485150491]
[520, 4.913761818392692e-08]
[521, 4.915574424081885e-08]
[522, 4.917388367416346e-08]
[523, 0.0002455702520836597]
[524, 6.025524312587538e-08]
[525, 0.0003121122293308271]
[526, 1.8233755013183634e-11]
[527, 0.00045533614555074933]
[528, 0.0005013706485150491]
[529, 0.0005013706485150491]
[530, 0.0005013706485150491]
[531, 0.0005013706485150491]
[532, 4.9192036498781326e-08]
[533, 4.9210202729491985e-08]
[534, 4.922838238116656e-08]
[535, 0.00023533911338010697]
[536, 0.00024557025208729605]
[537, 0.0003121122328553021]
[538, 1.8240060806816094e-11]
[539, 0.000445106392493931]
[540, 0.0005013706485150491]
[541, 0.0005013706485150491]
[542, 0.0005013706485150491]
[543, 0.0005013706485150491]
[544, 4.924657546866977e-08]
[545, 4.926478200690772e-08]
[546, 4.9283002010798e-08]
[547, 0.00023533911339434748]
[548, 0.0002455702520909324]
[549, 0.00031211223638049506]
[550, 1.8246370963424164e-11]
[551, 0.00044510639286343006]
[552, 0.0005013706485150491]
[553, 0.0005013706485150491]
[554, 0.0005013706485150491]
[555, 0.0005013706485150491]
[556, 4.930123549529304e-08]
[557, 4.931948247533912e-08]
[558, 4.933774296594594e-08]
[559, 0.0002353391134085882]
[560, 0.00024557025209456877]
[561, 0.00031211223990640683]
[562, 1.825268548753813e-11]
[563, 0.0004451063932329519]
[564, 0.0005013706485150491]
[565, 0.0005013706485150491]
[566, 0.0005013706485150491]
[567, 0.0005013706485150491]
[568, 4.935601698210779e-08]
[569, 4.9374304538870774e-08]
[570, 4.9392605651272894e-08]
[571, 0.00023533911342282914]
[572, 0.0002455702520982052]
[573, 0.0003121122434330365]
[574, 1.8259004383692632e-11]
[575, 0.00044510639360249626]
[576, 0.0005013706485150491]
[577, 0.0005013706485150491]
[578, 0.0005013706485150491]
[579, 0.0005013706485150491]
[580, 0.0005013706485150491]
[581, 0.0005013706485150491]
[582, 0.0005013706485150491]
[583, 0.0005013706485150491]
[584, 0.0005013706485150491]
[585, 0.0005013706485150491]
[586, 0.0005013706485150491]
[587, 0.0005013706485150491]
[588, 0.0005013706485150491]
[589, 0.0005013706485150491]
[590, 0.0005013706485150491]
[591, 0.0005013706485150491]
[592, 0.0005013706485150491]
[593, 0.0005013706485150491]
[594, 0.0005013706485150491]
[595, 0.0005013706485150491]
[596, 0.0005013706485150491]
[597, 0.0005013706485150491]
[598, 0.0005013706485150491]
[599, 0.0005013706485150491]
[600, 0.0005013706485150491]
[601, 0.0005013706485150491]
[602, 0.0005013706485150491]
[603, 0.0005013706485150491]
[604, 0.0005013706485150491]
[605, 0.0005013706485150491]
[606, 0.0005013706485150491]
[607, 0.0005013706485150491]
[608, 0.0005013706485150491]
[609, 0.0005013706485150491]
[610, 0.0005013706485150491]
[611, 0.0005013706485150491]
[612, 0.0005013706485150491]
[613, 0.0005013706485150491]
[614, 0.0005013706485150491]
[615, 0.0005013706485150491]
[616, 0.0005013706485150491]
[617, 0.0005013706485150491]
[618, 0.0005013706485150491]
[619, 0.0005013706485150491]
[620, 0.0005013706485150491]
[621, 0.0005013706485150491]
[622, 0.0005013706485150491]
[623, 0.0005013706485150491]
[624, 0.0005013706485150491]
[625, 0.0005013706485150491]
[626, 0.0005013706485150491]
[627, 0.0005013706485150491]
[628, 0.0005013706485150491]
[629, 0.0005013706485150491]
[630, 0.0005013706485150491]
[631, 0.0005013706485150491]
[632, 7.683188998260336e-05]
[633, 4.941092033440492e-08]
[634, 4.942924860335723e-08]
[635, 5.186093049855202e-06]
[636, 0.0005013706485150491]
[637, 0.0005013706485150491]
[638, 0.0005013706485150491]
[639, 0.0005013706485150491]
[640, 0.00019328995844527966]
[641, 0]
[642, 5.3908795121917e-08]
[643, 1.2033278243130855e-08]
[644, 6.303586896862183e-08]
[645, 2.1551844029898576e-08]
[646, 1.1061771227293221e-08]
[647, 5.719696507062485e-06]
[648, 0.0005013706485150491]
[649, 0.0005013706485150491]
[650, 0.0005013706485150491]
[651, 0.0005013706485150491]
[652, 8.893616496070181e-05]
[653, 4.886080536877079e-09]
[654, 2.1401028302991292e-08]
[655, 8.357281006406508e-05]
[656, 6.271968615985e-05]
[657, 1.2195521344427937e-08]
[658, 3.2957085958754475e-09]
[659, 1.2199589591912819e-08]
[660, 0.0005013706485150491]
[661, 0.0005013706485150491]
[662, 0.0005013706485150491]
[663, 0.0005013706485150491]
[664, 6.271867658323317e-05]
[665, 0]
[666, 2.7336831648557303e-08]
[667, 6.268983174063113e-05]
[668, 8.360525385054266e-05]
[669, 8.729220692713155e-09]
[670, 5.645974106406656e-09]
[671, 8.060593029563347e-10]
[672, 0.0005013706485150491]
[673, 0.0005013706485150491]
[674, 0.0005013706485150491]
[675, 0.0005013706485150491]
[676, 0.0005013706485150491]
[677, 0.0005013706485150491]
[678, 0.0005013706485150491]
[679, 0.0005013706485150491]
[680, 0.0005013706485150491]
[681, 0.0005013706485150491]
[682, 0.0005013706485150491]
[683, 0.0005013706485150491]
[684, 0.0005013706485150491]
[685, 0.0005013706485150491]
[686, 0.0005013706485150491]
[687, 0.0005013706485150491]
[688, 0.0005013706485150491]
[689, 0.0005013706485150491]
[690, 0.0005013706485150491]
[691, 0.0005013706485150491]
[692, 0.0005013706485150491]
[693, 0.0005013706485150491]
[694, 0.0005013706485150491]
[695, 0.0005013706485150491]
[696, 0.0005013706485150491]
[697, 0.0005013706485150491]
[698, 0.0005013706485150491]
[699, 0.0005013706485150491]
[700, 0.0005013706485150491]
[701, 0.0005013706485150491]
[702, 0.0005013706485150491]
[703, 0.0005013706485150491]
[704, 0.0005013706485150491]
[705, 0.0005013706485150491]
[706, 0.0005013706485150491]
[707, 0.0005013706485150491]
[708, 0.0005013706485150491]
[709, 0.0005013706485150491]
[710, 0.0005013706485150491]
[711, 0.0005013706485150491]
[712, 0.0005013706485150491]
[713, 0.0005013706485150491]
[714, 0.0005013706485150491]
[715, 0.0005013706485150491]
[716, 0.0003069754540000834]
[717, 6.028116859496807e-08]
[718, 4.9447590473256825e-08]
[719, 0.00045022255390317757]
[720, 0.0005013706485150491]
[721, 0.0005013706485150491]
[722, 0.0005013706485150491]
[723, 0.0005013706485150491]
[724, 7.68532534492546e-05]
[725, 0]
[726, 1.8265327656433553e-11]
[727, 0.0001637190421675271]
[728, 5.01877270042314e-05]
[729, 5.597521341247371e-08]
[730, 7.870419836047858e-09]
[731, 5.588765087225392e-06]
[732, 0.0005013706485150491]
[733, 0.0005013706485150491]
[734, 0.0005013706485150491]
[735, 0.0005013706485150491]
[736, 0.00012537433535595032]
[737, 1.1069319273967244e-08]
[738, 5.39303529253091e-08]
[739, 0.0003446978409239532]
[740, 0.00010747393350833375]
[741, 3.4148242138100086e-08]
[742, 5.662218834810085e-08]
[743, 1.5758835837598063e-09]
[744, 0.0005013706485150491]
[745, 0.0005013706485150491]
[746, 0.0005013706485150491]
[747, 0.0005013706485150491]
[748, 8.360370717426277e-05]
[749, 1.9996475950099356e-08]
[750, 2.1414779635922323e-08]
[751, 8.357281715733558e-05]
[752, 9.404778833629865e-05]
[753, 1.749451964682655e-08]
[754, 3.7622288170798996e-08]
[755, 9.724874631908642e-10]
[756, 0.0005013706485150491]
[757, 0.0005013706485150491]
[758, 0.0005013706485150491]
[759, 0.0005013706485150491]
[760, 0.00010495419383106635]
[761, 2.000350264543704e-08]
[762, 2.1428548651085217e-08]
[763, 8.357282425973016e-05]
[764, 0.0001865611088189268]
[765, 2.573577210533583e-08]
[766, 3.763493739651415e-08]
[767, 9.728029333643526e-10]
[768, 0.0005013706485150491]
[769, 0.0005013706485150491]
[770, 0.0005013706485150491]
[771, 0.0005013706485150491]
[772, 0.0005013706485150491]
[773, 0.0005013706485150491]
[774, 0.0005013706485150491]
[775, 0.0005013706485150491]
[776, 0.0005013706485150491]
[777, 0.0005013706485150491]
[778, 0.0005013706485150491]
[779, 0.0005013706485150491]
[780, 0.0005013706485150491]
[781, 0.0005013706485150491]
[782, 0.0005013706485150491]
[783, 0.0005013706485150491]
[784, 0.0005013706485150491]
[785, 0.0005013706485150491]
[786, 0.0005013706485150491]
[787, 0.0005013706485150491]
[788, 0.0005013706485150491]
[789, 0.0005013706485150491]
[790, 0.0005013706485150491]
[791, 0.0005013706485150491]
[792, 0.0005013706485150491]
[793, 0.0005013706485150491]
[794, 0.0005013706485150491]
[795, 0.0005013706485150491]
[796, 0.0005013706485150491]
[797, 0.0005013706485150491]
[798, 0.0005013706485150491]
[799, 0.0005013706485150491]
[800, 0.0005013706485150491]
[801, 0.0005013706485150491]
[802, 0.0005013706485150491]
[803, 0.0005013706485150491]
[804, 0.0005013706485150491]
[805, 0.0005013706485150491]
[806, 0.0005013706485150491]
[807, 0.0005013706485150491]
[808, 0.0002967410037402681]
[809, 0]
[810, 4.946594595924794e-08]
[811, 0.00020976060574085792]
[812, 6.166271705730659e-08]
[813, 6.168914697061233e-08]
[814, 1.986665958865546e-11]
[815, 0.00028091937404179187]
[816, 0.0005013706485150491]
[817, 0.0005013706485150491]
[818, 0.0005013706485150491]
[819, 0.0005013706485150491]
[820, 0.00025068776144394114]
[821, 1.1073189788936607e-08]
[822, 1.2037449227509054e-08]
[823, 0.00032381077190434817]
[824, 0.00015043786902990518]
[825, 2.960994600627112e-08]
[826, 7.87310028192759e-09]
[827, 0.0001894144431204317]
[828, 0.0005013706485150491]
[829, 0.0005013706485150491]
[830, 0.0005013706485150491]
[831, 0.0005013706485150491]
[832, 9.962202348870216e-05]
[833, 2.001053428052835e-08]
[834, 5.482080443313121e-08]
[835, 8.357282750270237e-05]
[836, 0.00012537556416776792]
[837, 1.1065543963514967e-08]
[838, 5.6408681635071806e-08]
[839, 0.00017093144718368928]
[840, 0.0005013706485150491]
[841, 0.0005013706485150491]
[842, 0.0005013706485150491]
[843, 0.0005013706485150491]
[844, 8.360375815355806e-05]
[845, 2.001757086058604e-08]
[846, 5.484281854396053e-08]
[847, 8.35728307475786e-05]
[848, 4.183391313256941e-05]
[849, 2.0024612390828967e-08]
[850, 5.643102518036999e-08]
[851, 0.00017093144759100314]
[852, 0.0005013706485150491]
[853, 0.0005013706485150491]
[854, 0.0005013706485150491]
[855, 0.0005013706485150491]
[856, 8.360711546078948e-05]
[857, 2.0031484743473453e-08]
[858, 5.486485034018247e-08]
[859, 8.357283399436054e-05]
[860, 8.360771620790424e-05]
[861, 4.887777003422984e-09]
[862, 5.645338643134267e-08]
[863, 0.0001766278781310189]
[864, 0.0005013706485150491]
[865, 0.0005013706485150491]
[866, 0.0005013706485150491]
[867, 0.0005013706485150491]
[868, 0.0005013706485150491]
[869, 0.0005013706485150491]
[870, 0.0005013706485150491]
[871, 0.0005013706485150491]
[872, 0.0005013706485150491]
[873, 0.0005013706485150491]
[874, 0.0005013706485150491]
[875, 0.0005013706485150491]
[876, 0.0005013706485150491]
[877, 0.0005013706485150491]
[878, 0.0005013706485150491]
[879, 0.0005013706485150491]
[880, 0.0005013706485150491]
[881, 0.0005013706485150491]
[882, 0.0005013706485150491]
[883, 0.0005013706485150491]
[884, 0.0005013706485150491]
[885, 0.0005013706485150491]
[886, 0.0005013706485150491]
[887, 0.0005013706485150491]
[888, 0.0005013706485150491]
[889, 0.0005013706485150491]
[890, 0.0005013706485150491]
[891, 0.0005013706485150491]
[892, 0.0005013706485150491]
[893, 0.0005013706485150491]
[894, 0.0005013706485150491]
[895, 0.0005013706485150491]
[896, 0.0005013706485150491]
[897, 0.0005013706485150491]
[898, 0.0005013706485150491]
[899, 0.0005013706485150491]
[900, 0.0005013706485150491]
[901, 0.0005013706485150491]
[902, 0.0005013706485150491]
[903, 0.0005013706485150491]
[904, 0.0002609274492725485]
[905, 4.948431507648691e-08]
[906, 4.950269784017749e-08]
[907, 0.00047579548866135633]
[908, 0.0001253743523533749]
[909, 0.0001253431437936849]
[910, 5.395192797544123e-08]
[911, 0.000287258725676546]
[912, 0.0005013706485150491]
[913, 0.0005013706485150491]
[914, 0.0005013706485150491]
[915, 0.0005013706485150491]
[916, 0.0003812706993245945]
[917, 5.397352029303552e-08]
[918, 5.3995129898823274e-08]
[919, 0.00012537436256058822]
[920, 0.0001671458086794682]
